policy_id,age,gender,territory,vehicle_type,annual_miles,driving_experience_years,exposure,claim_count,total_claim_amount
P0002735,46,M,C,truck,20878,26.5,0.7652,0,0.0
P0002736,26,F,C,suv,25677,6.9,0.928,0,0.0
P0002737,54,M,A,suv,16026,39.1,0.5322,0,0.0
P0002738,29,F,B,sedan,35469,11.6,0.6435,2,5872.46
P0002739,49,F,B,truck,7164,34.2,0.7789,0,0.0
P0002740,39,F,B,suv,22821,21.7,0.561,0,0.0
P0002741,29,F,A,sedan,6375,13.5,0.7409,0,0.0
P0002742,24,F,B,sedan,18322,8.7,0.5088,0,0.0
P0002743,50,M,A,sedan,20760,32.3,0.7523,0,0.0
P0002744,77,M,C,truck,30955,61.5,0.9602,0,0.0
P0002745,30,M,B,truck,34093,14.6,0.9742,0,0.0
P0002746,43,M,B,sedan,28236,25.3,0.6596,0,0.0
P0002747,32,M,C,sedan,34886,18.0,0.5017,0,0.0
P0002748,68,M,B,sedan,8870,51.6,0.9561,0,0.0
P0002749,44,F,B,sedan,21301,30.1,0.7836,0,0.0
P0002750,79,M,B,truck,23484,64.7,0.7903,0,0.0
P0002751,33,M,B,suv,7396,13.7,0.9075,0,0.0
P0002752,23,F,A,sedan,23361,6.8,0.6967,0,0.0
P0002753,54,M,C,sedan,6317,38.4,0.7101,0,0.0
P0002754,59,M,A,sedan,24580,40.3,0.9257,0,0.0
P0002755,80,F,B,suv,11865,59.8,0.7458,0,0.0
P0002756,72,M,C,sedan,34186,54.5,0.8679,0,0.0
P0002757,73,F,A,sedan,15119,54.0,0.9525,1,3078.1
P0002758,57,F,C,truck,23663,41.1,0.6968,0,0.0
P0002759,40,F,A,suv,23887,22.9,0.9445,0,0.0
P0002760,45,M,A,truck,31970,28.0,0.6637,0,0.0
P0002761,26,F,B,sedan,15445,8.4,0.9648,0,0.0
P0002762,45,M,B,sedan,16109,26.1,0.6527,1,1440.94
P0002763,40,F,C,truck,26173,25.9,0.6171,0,0.0
P0002764,20,F,B,truck,6778,4.8,0.8604,0,0.0
P0002765,30,M,A,suv,22168,14.0,0.961,0,0.0
P0002766,51,F,A,suv,16631,35.9,0.8841,0,0.0
P0002767,41,M,A,sedan,35317,23.5,0.8701,0,0.0
P0002768,80,F,B,suv,21512,62.6,0.9865,0,0.0
P0002769,48,M,A,sedan,28911,30.9,0.7787,0,0.0
P0002770,78,M,B,sedan,30832,61.8,0.9438,1,1617.95
P0002771,59,F,C,suv,9538,39.3,0.5185,0,0.0
P0002772,20,F,B,sedan,24587,2.6,0.5661,0,0.0
P0002773,30,F,B,sedan,26074,13.3,0.6357,0,0.0
P0002774,62,M,A,sedan,18708,44.9,0.9731,0,0.0
P0002775,52,M,C,sedan,11150,33.5,0.5985,0,0.0
P0002776,37,F,A,truck,19318,19.6,0.6915,0,0.0
P0002777,50,F,B,truck,6581,34.7,0.5178,0,0.0
P0002778,74,M,A,sedan,35896,53.5,0.5391,0,0.0
P0002779,42,F,A,sedan,7753,24.1,0.7913,0,0.0
P0002780,20,M,A,truck,9381,5.3,0.5489,0,0.0
P0002781,37,M,A,sedan,9242,23.6,0.9496,0,0.0
P0002782,76,F,C,suv,11370,57.6,0.9429,0,0.0
P0002783,65,F,A,sedan,10697,45.4,0.8111,0,0.0
P0002784,70,F,C,suv,24383,52.1,0.6981,0,0.0
P0002785,75,F,B,sedan,8461,56.8,0.9439,0,0.0
P0002786,25,M,A,suv,26743,6.7,0.7439,0,0.0
P0002787,35,M,A,suv,17632,18.0,0.5953,0,0.0
P0002788,21,M,A,sedan,17244,7.4,0.6728,0,0.0
P0002789,18,M,C,sedan,20796,2.4,0.6816,0,0.0
P0002790,70,F,A,suv,5996,51.4,0.7899,1,4084.96
P0002791,77,M,C,truck,20505,58.8,0.7006,0,0.0
P0002792,27,F,A,sedan,21182,10.4,0.9091,0,0.0
P0002793,63,F,A,sedan,28221,47.1,0.8133,0,0.0
P0002794,51,F,A,suv,9475,33.7,0.6261,0,0.0
P0002795,22,M,B,sedan,6589,5.7,0.701,0,0.0
P0002796,75,M,B,truck,6737,58.2,0.8616,1,813.04
P0002797,72,F,C,truck,34727,54.7,0.6211,0,0.0
P0002798,53,M,A,sedan,15687,37.6,0.5458,0,0.0
P0002799,62,F,A,suv,12315,43.4,0.8556,0,0.0
P0002800,43,F,C,suv,9205,26.3,0.7033,0,0.0
P0002801,67,F,B,sedan,12946,49.0,0.5621,0,0.0
P0002802,46,M,C,suv,18608,28.9,0.7397,0,0.0
P0002803,80,F,B,sedan,35069,59.9,0.7802,0,0.0
P0002804,21,F,B,sedan,28612,2.9,0.5129,0,0.0
P0002805,28,F,A,suv,31394,10.2,0.8956,0,0.0
P0002806,79,M,C,suv,6458,61.3,0.7458,0,0.0
P0002807,36,M,A,suv,22804,14.8,0.5128,0,0.0
P0002808,37,F,C,sedan,20496,20.1,0.9309,0,0.0
P0002809,67,M,A,suv,11051,49.7,0.7926,0,0.0
P0002810,29,F,C,sedan,20406,11.8,0.9816,0,0.0
P0002811,50,F,C,suv,23120,36.9,0.6406,0,0.0
P0002812,36,M,C,sedan,5055,18.8,0.7063,0,0.0
P0002813,30,M,B,suv,35410,11.0,0.8315,0,0.0
P0002814,78,F,B,sedan,27885,60.0,0.957,0,0.0
P0002815,30,M,C,sedan,33693,10.0,0.8956,0,0.0
P0002816,23,F,B,sedan,7781,4.4,0.8215,0,0.0
P0002817,60,M,B,suv,6862,42.0,0.8978,0,0.0
P0002818,72,M,A,sedan,33893,53.2,0.5474,1,2354.74
P0002819,26,M,B,sedan,33919,8.3,0.8621,0,0.0
P0002820,62,F,A,sedan,24820,45.6,0.7893,0,0.0
P0002821,52,M,B,suv,11217,35.3,0.6371,0,0.0
P0002822,70,M,A,truck,13922,57.8,0.6193,0,0.0
P0002823,25,F,B,truck,29623,4.8,0.6441,0,0.0
P0002824,79,F,C,truck,33683,62.4,0.5614,0,0.0
P0002825,57,M,B,truck,25818,42.1,0.6366,0,0.0
P0002826,71,F,C,sedan,17414,54.7,0.5356,0,0.0
P0002827,40,M,A,sedan,30475,19.5,0.8364,0,0.0
P0002828,77,F,B,sedan,13068,59.9,0.7561,0,0.0
P0002829,57,M,B,sedan,9005,39.5,0.5638,0,0.0
P0002830,25,F,B,truck,16919,3.8,0.8486,0,0.0
P0002831,76,M,B,truck,19492,57.3,0.589,0,0.0
P0002832,68,M,A,suv,23959,51.6,0.7474,0,0.0
P0002833,36,F,B,truck,26335,22.4,0.9601,0,0.0
P0002834,52,M,A,suv,27431,33.7,0.8805,0,0.0
P0002835,42,M,B,sedan,11340,26.4,0.7921,0,0.0
P0002836,52,F,C,sedan,25516,33.7,0.7925,0,0.0
P0002837,78,F,A,truck,6393,61.1,0.5321,0,0.0
P0002838,74,M,B,suv,33558,56.2,0.7135,1,1614.01
P0002839,31,M,B,sedan,18701,12.2,0.6536,1,2719.57
P0002840,79,F,B,sedan,34641,65.5,0.7373,0,0.0
P0002841,45,M,A,suv,31902,27.7,0.9757,0,0.0
P0002842,62,F,B,truck,11108,45.0,0.8933,0,0.0
P0002843,66,F,C,suv,8456,48.4,0.805,0,0.0
P0002844,48,M,B,truck,33288,30.0,0.8523,0,0.0
P0002845,46,F,B,sedan,20233,28.7,0.8653,0,0.0
P0002846,46,F,A,truck,8307,30.3,0.7282,0,0.0
P0002847,72,F,C,suv,23877,57.3,0.9332,0,0.0
P0002848,42,F,A,suv,34663,28.2,0.8087,0,0.0
P0002849,35,F,A,truck,23635,17.8,0.869,0,0.0
P0002850,40,M,B,truck,13039,21.9,0.5055,0,0.0
P0002851,30,M,B,sedan,15449,13.7,0.769,0,0.0
P0002852,42,M,B,truck,13239,23.3,0.6821,0,0.0
P0002853,25,M,A,suv,21688,8.2,0.5277,0,0.0
P0002854,23,F,A,sedan,18067,6.2,0.8231,0,0.0
P0002855,63,F,B,suv,15629,48.9,0.9644,0,0.0
P0002856,22,M,A,sedan,10634,5.9,0.8664,0,0.0
P0002857,53,F,B,suv,5898,34.2,0.5399,0,0.0
P0002858,67,F,B,sedan,30659,47.2,0.5283,0,0.0
P0002859,63,M,A,sedan,29898,46.4,0.6725,0,0.0
P0002860,46,M,B,sedan,8866,27.3,0.6193,0,0.0
P0002861,30,M,C,suv,12064,10.2,0.5138,0,0.0
P0002862,76,F,C,sedan,18617,60.9,0.52,0,0.0
P0002863,70,F,A,suv,23472,52.4,0.6726,0,0.0
P0002864,56,F,B,suv,33121,38.6,0.5668,0,0.0
P0002865,23,M,C,sedan,26614,3.8,0.5973,0,0.0
P0002866,20,F,B,sedan,24697,4.7,0.9348,0,0.0
P0002867,37,F,A,sedan,28060,19.4,0.9968,0,0.0
P0002868,27,F,A,truck,23822,10.5,0.9023,1,3370.81
P0002869,72,M,B,truck,33824,54.2,0.6164,0,0.0
P0002870,30,M,C,sedan,35833,10.6,0.5879,0,0.0
P0002871,35,F,C,sedan,18995,15.0,0.7892,0,0.0
P0002872,79,F,C,suv,5699,59.5,0.892,2,10142.81
P0002873,69,F,A,sedan,35818,54.0,0.8287,0,0.0
P0002874,31,F,B,sedan,14913,14.9,0.9019,0,0.0
P0002875,42,M,A,sedan,13311,23.0,0.7435,0,0.0
P0002876,50,F,A,suv,8875,31.8,0.9939,0,0.0
P0002877,59,M,A,sedan,28633,42.5,0.8934,0,0.0
P0002878,76,M,C,truck,10721,60.8,0.5255,0,0.0
P0002879,72,M,A,sedan,34898,62.8,0.682,0,0.0
P0002880,79,M,B,sedan,11696,65.2,0.7798,0,0.0
P0002881,20,F,B,truck,7244,3.6,0.6121,0,0.0
P0002882,32,F,A,sedan,24433,15.6,0.7017,0,0.0
P0002883,53,F,B,sedan,11383,35.2,0.8148,0,0.0
P0002884,21,M,A,sedan,13435,2.8,0.7761,0,0.0
P0002885,40,F,A,suv,8261,18.5,0.9307,0,0.0
P0002886,27,F,B,suv,25589,11.5,0.6313,0,0.0
P0002887,76,F,C,suv,11824,62.9,0.9606,0,0.0
P0002888,21,F,B,sedan,27880,5.9,0.6611,1,3160.45
P0002889,27,M,C,sedan,13043,6.6,0.9602,0,0.0
P0002890,30,M,A,sedan,17459,13.0,0.6241,0,0.0
P0002891,27,M,A,sedan,20249,8.0,0.7538,0,0.0
P0002892,53,M,B,sedan,21626,37.1,0.9661,0,0.0
P0002893,40,F,C,suv,30664,24.0,0.6387,0,0.0
P0002894,75,F,A,suv,9094,61.4,0.9244,0,0.0
P0002895,34,F,A,suv,12063,17.7,0.7506,0,0.0
P0002896,51,M,C,suv,28331,34.0,0.7099,0,0.0
P0002897,59,M,C,suv,31520,40.3,0.8318,1,2489.84
P0002898,57,F,A,sedan,17992,38.9,0.5993,0,0.0
P0002899,68,M,C,suv,5177,47.0,0.8294,2,15360.77
P0002900,30,F,B,sedan,30873,13.3,0.5883,0,0.0
P0002901,49,F,B,suv,23958,31.5,0.8554,0,0.0
P0002902,68,M,B,sedan,21312,51.0,0.8053,0,0.0
P0002903,72,M,C,suv,17063,56.4,0.5699,0,0.0
P0002904,56,M,A,truck,26599,38.2,0.5503,0,0.0
P0002905,59,M,C,sedan,13944,42.6,0.8037,1,3706.73
P0002906,72,F,A,sedan,16116,51.7,0.5607,0,0.0
P0002907,57,M,B,truck,28836,41.6,0.8125,0,0.0
P0002908,77,M,B,sedan,16524,60.7,0.9995,0,0.0
P0002909,26,F,C,sedan,34341,11.5,0.5615,0,0.0
P0002910,39,F,C,sedan,18531,21.3,0.7369,0,0.0
P0002911,25,M,C,sedan,22434,10.7,0.9622,1,5485.74
P0002912,23,F,B,suv,24717,6.0,0.9686,0,0.0
P0002913,47,F,A,truck,26668,32.3,0.515,0,0.0
P0002914,32,M,C,suv,20702,17.0,0.904,0,0.0
P0002915,43,M,B,suv,16253,27.5,0.6193,0,0.0
P0002916,45,M,B,suv,29932,26.5,0.8733,0,0.0
P0002917,57,M,B,truck,27199,40.2,0.6775,0,0.0
P0002918,77,F,A,sedan,6698,60.2,0.6124,0,0.0
P0002919,71,M,B,suv,24381,52.9,0.7354,0,0.0
P0002920,41,F,A,sedan,32916,25.3,0.588,0,0.0
P0002921,38,M,A,sedan,22359,24.9,0.7121,0,0.0
P0002922,66,F,C,suv,33707,51.2,0.6974,0,0.0
P0002923,25,M,C,suv,17097,8.6,0.9814,0,0.0
P0002924,52,M,B,truck,12566,35.1,0.7711,0,0.0
P0002925,44,M,C,sedan,20461,25.9,0.8485,0,0.0
P0002926,29,F,B,sedan,8124,12.3,0.5875,0,0.0
P0002927,56,F,A,sedan,7004,37.0,0.9987,0,0.0
P0002928,38,F,C,sedan,22727,20.3,0.7488,1,5044.8
P0002929,29,F,B,sedan,5918,14.8,0.5376,0,0.0
P0002930,59,M,C,suv,6989,47.1,0.8046,0,0.0
P0002931,28,F,B,suv,19114,13.0,0.6591,0,0.0
P0002932,60,M,B,sedan,12121,42.7,0.647,0,0.0
P0002933,28,F,A,sedan,10569,10.3,0.6585,0,0.0
P0002934,45,F,C,sedan,20734,28.2,0.7252,0,0.0
P0002935,68,M,A,suv,15160,50.8,0.6436,0,0.0
P0002936,32,F,B,sedan,24028,12.4,0.8893,1,599.95
P0002937,66,F,A,sedan,18193,49.0,0.5895,0,0.0
P0002938,63,F,B,sedan,11023,45.3,0.571,0,0.0
P0002939,74,F,A,sedan,26833,53.8,0.5522,0,0.0
P0002940,28,M,C,sedan,33914,14.6,0.7052,0,0.0
P0002941,63,F,B,truck,27535,42.6,0.5564,0,0.0
P0002942,77,F,A,sedan,10621,65.1,0.5125,0,0.0
P0002943,66,M,A,sedan,22284,50.7,0.6472,0,0.0
P0002944,29,F,A,sedan,9763,13.1,0.99,0,0.0
P0002945,69,M,B,sedan,5806,55.3,0.5055,0,0.0
P0002946,24,F,C,truck,10031,7.3,0.5319,0,0.0
P0002947,55,M,A,suv,30095,38.1,0.7916,0,0.0
P0002948,49,F,B,sedan,33815,30.5,0.7489,0,0.0
P0002949,51,F,A,suv,23513,32.6,0.5522,0,0.0
P0002950,50,M,C,sedan,32241,32.7,0.9474,0,0.0
P0002951,19,M,C,sedan,17698,0.0,0.8372,1,1415.85
P0002952,50,M,C,sedan,6024,31.7,0.7473,0,0.0
P0002953,77,M,A,truck,33031,60.6,0.7719,0,0.0
P0002954,45,F,B,suv,27525,27.8,0.8981,0,0.0
P0002955,35,M,C,sedan,25423,19.3,0.549,0,0.0
P0002956,80,M,A,suv,7278,65.5,0.9666,0,0.0
P0002957,24,F,B,sedan,34840,6.1,0.5563,0,0.0
P0002958,48,F,C,sedan,7334,34.0,0.7293,0,0.0
P0002959,50,F,C,sedan,5479,33.4,0.6238,0,0.0
P0002960,48,M,B,sedan,7356,35.6,0.8326,0,0.0
P0002961,76,F,B,sedan,34172,58.9,0.9199,0,0.0
P0002962,44,F,C,truck,30718,28.5,0.8083,0,0.0
P0002963,79,M,A,sedan,8508,60.9,0.612,0,0.0
P0002964,22,M,C,sedan,18250,5.4,0.8897,0,0.0
P0002965,64,F,B,sedan,21381,47.3,0.9713,0,0.0
P0002966,55,M,C,sedan,22267,37.9,0.5805,0,0.0
P0002967,33,F,C,sedan,11256,17.2,0.6268,1,984.46
P0002968,32,M,B,sedan,5955,16.1,0.7648,1,1627.68
P0002969,63,F,A,sedan,5958,47.1,0.8699,0,0.0
P0002970,58,F,A,sedan,32927,41.3,0.5635,0,0.0
P0002971,56,M,C,sedan,24274,40.1,0.5253,0,0.0
P0002972,21,F,B,suv,35442,3.1,0.7835,0,0.0
P0002973,55,M,A,truck,31669,41.5,0.8986,0,0.0
P0002974,79,F,C,sedan,12290,65.0,0.6488,0,0.0
P0002975,19,M,C,suv,7783,0.0,0.7915,0,0.0
P0002976,47,M,C,suv,25351,30.9,0.9017,0,0.0
P0002977,49,M,B,suv,11972,34.0,0.5144,0,0.0
P0002978,74,M,C,suv,26042,57.1,0.6681,0,0.0
P0002979,35,M,C,suv,34993,16.5,0.6516,0,0.0
P0002980,47,F,A,truck,34954,28.7,0.8615,0,0.0
P0002981,63,F,C,sedan,12788,47.5,0.8331,0,0.0
P0002982,21,M,B,sedan,19996,5.0,0.9134,0,0.0
P0002983,68,M,C,suv,26924,51.7,0.7743,0,0.0
P0002984,69,M,C,truck,12375,51.4,0.6139,0,0.0
P0002985,63,M,B,sedan,22452,45.9,0.7166,0,0.0
P0002986,58,F,A,truck,16168,42.8,0.698,0,0.0
P0002987,65,M,A,suv,22790,49.0,0.8339,1,6902.2
P0002988,67,M,A,suv,24827,50.5,0.977,1,5694.75
P0002989,74,M,B,truck,32167,54.0,0.7289,0,0.0
P0002990,44,M,C,suv,19647,27.4,0.8194,0,0.0
P0002991,46,M,A,suv,13902,22.4,0.5888,0,0.0
P0002992,58,M,A,suv,7461,41.5,0.7872,0,0.0
P0002993,30,F,B,sedan,26685,16.4,0.8642,0,0.0
P0002994,71,M,A,truck,30028,53.3,0.8819,1,1280.44
P0002995,66,F,A,truck,17729,46.9,0.9868,0,0.0
P0002996,57,F,A,suv,31792,39.0,0.9938,0,0.0
P0002997,37,F,B,sedan,19700,19.6,0.7577,0,0.0
P0002998,39,F,B,sedan,19828,22.8,0.9303,0,0.0
P0002999,45,F,C,sedan,6439,28.6,0.8686,0,0.0
P0003000,59,M,A,sedan,21227,46.7,0.7623,0,0.0
P0003001,67,M,A,suv,23439,48.3,0.515,0,0.0
P0003002,60,M,C,truck,20238,43.8,0.9885,0,0.0
P0003003,76,F,C,suv,21671,56.7,0.9826,1,3446.28
P0003004,78,F,A,sedan,21422,62.1,0.7591,0,0.0
P0003005,62,M,C,truck,26673,45.1,0.6722,0,0.0
P0003006,41,M,C,truck,8181,21.5,0.5559,0,0.0
P0003007,55,M,C,suv,21444,35.3,0.5276,0,0.0
P0003008,44,M,B,sedan,18442,25.3,0.9017,0,0.0
P0003009,57,M,A,suv,15745,43.7,0.7047,0,0.0
P0003010,69,M,A,sedan,18884,54.6,0.7814,0,0.0
P0003011,41,M,C,sedan,26053,22.6,0.6507,0,0.0
P0003012,49,M,C,suv,35929,33.4,0.807,0,0.0
P0003013,20,M,B,suv,11855,2.9,0.8794,0,0.0
P0003014,64,F,A,sedan,6508,46.6,0.9464,0,0.0
P0003015,48,F,A,truck,15833,30.5,0.748,0,0.0
P0003016,46,F,B,truck,14676,31.1,0.6501,0,0.0
P0003017,51,M,C,suv,7149,32.0,0.5384,1,2764.18
P0003018,31,M,A,sedan,20375,15.0,0.927,0,0.0
P0003019,55,F,B,sedan,21062,36.8,0.9268,0,0.0
P0003020,64,M,B,suv,31264,47.4,0.6767,0,0.0
P0003021,40,F,C,truck,26656,19.2,0.6036,0,0.0
P0003022,26,F,C,suv,19298,6.1,0.8367,0,0.0
P0003023,42,M,A,sedan,25386,20.7,0.8783,0,0.0
P0003024,30,F,B,sedan,14021,9.7,0.8609,0,0.0
P0003025,41,F,C,sedan,9857,24.3,0.5356,0,0.0
P0003026,57,F,C,suv,21593,41.1,0.9921,0,0.0
P0003027,25,F,B,sedan,20402,10.3,0.7723,1,2243.95
P0003028,65,M,A,sedan,14207,47.5,0.8042,0,0.0
P0003029,32,M,B,suv,32889,15.0,0.5227,0,0.0
P0003030,74,M,B,truck,21997,57.1,0.5059,0,0.0
P0003031,64,M,A,sedan,22594,48.7,0.5632,0,0.0
P0003032,35,F,C,sedan,26385,17.3,0.6955,0,0.0
P0003033,53,M,A,suv,13996,36.8,0.9724,0,0.0
P0003034,24,F,C,truck,21454,8.0,0.864,0,0.0
P0003035,24,F,B,sedan,32794,6.7,0.9996,0,0.0
P0003036,78,M,A,sedan,23898,61.2,0.8399,1,5055.41
P0003037,68,F,B,suv,31406,53.9,0.5499,0,0.0
P0003038,27,F,B,sedan,6200,11.6,0.8472,0,0.0
P0003039,35,F,C,truck,27328,16.9,0.8207,0,0.0
P0003040,30,M,B,suv,25422,13.1,0.9432,0,0.0
P0003041,42,F,A,sedan,32827,28.9,0.7721,0,0.0
P0003042,36,F,C,truck,35059,17.6,0.6228,0,0.0
P0003043,38,M,B,suv,9314,21.1,0.8664,0,0.0
P0003044,51,F,A,sedan,20240,36.1,0.8767,0,0.0
P0003045,29,M,C,sedan,33909,13.3,0.7571,0,0.0
P0003046,73,F,A,suv,29883,55.7,0.5474,0,0.0
P0003047,63,M,A,truck,8138,50.4,0.7069,0,0.0
P0003048,65,M,B,sedan,22016,47.2,0.92,0,0.0
P0003049,28,M,B,sedan,15802,9.0,0.6518,0,0.0
P0003050,62,M,B,truck,26823,43.2,0.8658,0,0.0
P0003051,70,F,C,sedan,20894,50.7,0.6268,0,0.0
P0003052,29,M,A,sedan,14607,13.6,0.6644,0,0.0
P0003053,65,M,C,sedan,17935,45.9,0.6685,0,0.0
P0003054,40,M,A,suv,34972,22.5,0.5678,1,383.84
P0003055,67,M,A,suv,16338,51.7,0.6756,0,0.0
P0003056,48,M,A,sedan,11669,30.1,0.8618,0,0.0
P0003057,68,M,A,sedan,8485,50.1,0.7007,0,0.0
P0003058,27,F,B,suv,9932,6.9,0.6499,0,0.0
P0003059,42,M,C,suv,6649,22.6,0.8504,0,0.0
P0003060,35,M,C,sedan,6411,19.4,0.7577,0,0.0
P0003061,33,M,B,sedan,21533,15.3,0.7179,0,0.0
P0003062,37,F,A,suv,21776,19.3,0.8981,1,4527.81
P0003063,42,M,C,sedan,29665,24.5,0.691,0,0.0
P0003064,26,M,A,sedan,24185,9.6,0.7722,0,0.0
P0003065,62,M,B,truck,10935,41.5,0.5159,0,0.0
P0003066,52,F,B,truck,25135,36.2,0.6697,0,0.0
P0003067,70,F,A,sedan,18747,49.7,0.6185,0,0.0
P0003068,62,F,B,truck,10339,47.8,0.9429,0,0.0
P0003069,27,F,C,suv,25154,10.8,0.5105,0,0.0
P0003070,22,M,A,truck,25194,3.5,0.85,0,0.0
P0003071,44,F,B,truck,18114,29.1,0.8781,0,0.0
P0003072,48,M,C,suv,10118,32.5,0.6663,0,0.0
P0003073,33,F,A,sedan,5918,14.9,0.6285,0,0.0
P0003074,67,F,A,sedan,28404,53.5,0.5824,0,0.0
P0003075,54,M,B,suv,9828,34.8,0.6386,0,0.0
P0003076,65,F,C,sedan,13532,45.0,0.957,1,3307.99
P0003077,24,F,B,suv,25941,4.0,0.5217,1,3828.7
P0003078,69,F,B,sedan,18083,51.3,0.7284,0,0.0
P0003079,30,M,A,truck,30449,13.9,0.6322,0,0.0
P0003080,46,M,C,truck,16384,29.7,0.8479,0,0.0
P0003081,45,F,C,sedan,32654,27.4,0.667,0,0.0
P0003082,69,M,B,suv,16399,51.7,0.673,0,0.0
P0003083,35,F,C,truck,7560,18.8,0.5291,0,0.0
P0003084,33,M,B,suv,27349,12.8,0.9552,0,0.0
P0003085,39,F,C,truck,25462,22.5,0.7608,0,0.0
P0003086,40,M,A,suv,35930,20.1,0.5345,0,0.0
P0003087,29,M,A,sedan,8076,11.8,0.8759,0,0.0
P0003088,29,F,C,sedan,21347,11.9,0.89,0,0.0
P0003089,32,F,B,sedan,26999,14.0,0.7306,0,0.0
P0003090,47,F,A,sedan,17432,29.0,0.9896,0,0.0
P0003091,39,F,C,suv,13129,22.3,0.613,0,0.0
P0003092,42,F,B,suv,14104,23.9,0.9221,0,0.0
P0003093,63,F,A,sedan,5331,44.6,0.9232,0,0.0
P0003094,33,M,A,sedan,24358,12.7,0.7606,0,0.0
P0003095,75,F,B,sedan,29128,57.9,0.7701,0,0.0
P0003096,65,M,A,sedan,18986,49.6,0.5561,0,0.0
P0003097,29,F,A,suv,6218,13.4,0.5666,0,0.0
P0003098,37,M,B,sedan,28957,15.3,0.7114,0,0.0
P0003099,29,F,C,truck,33156,15.8,0.9591,0,0.0
P0003100,35,M,B,truck,23807,20.4,0.6073,0,0.0
P0003101,41,F,A,suv,7699,23.9,0.7375,0,0.0
P0003102,26,F,B,suv,17769,10.2,0.5321,0,0.0
P0003103,18,M,A,truck,22640,0.0,0.6496,0,0.0
P0003104,45,M,A,sedan,34543,26.5,0.686,0,0.0
P0003105,62,M,A,sedan,20473,46.1,0.9814,0,0.0
P0003106,37,F,B,sedan,5349,17.0,0.5965,0,0.0
P0003107,72,F,A,sedan,26834,57.2,0.5504,0,0.0
P0003108,41,M,B,sedan,26374,25.5,0.5269,0,0.0
P0003109,74,M,B,suv,12299,53.9,0.761,0,0.0
P0003110,32,M,C,sedan,17734,17.6,0.7597,0,0.0
P0003111,51,F,B,sedan,6330,33.3,0.5979,0,0.0
P0003112,66,F,C,sedan,8770,45.9,0.6238,0,0.0
P0003113,21,M,B,sedan,14642,9.2,0.6594,0,0.0
P0003114,76,M,A,suv,7873,59.7,0.5047,0,0.0
P0003115,40,F,A,sedan,13557,21.1,0.9085,0,0.0
P0003116,49,M,A,sedan,25128,32.5,0.8864,0,0.0
P0003117,57,M,A,sedan,16863,39.9,0.6601,0,0.0
P0003118,58,F,A,suv,9580,40.6,0.7871,0,0.0
P0003119,19,F,A,sedan,24356,1.4,0.6641,0,0.0
P0003120,72,M,B,suv,31538,56.6,0.5134,0,0.0
P0003121,57,F,B,truck,23304,38.5,0.7949,0,0.0
P0003122,80,M,A,sedan,14638,62.5,0.8608,0,0.0
P0003123,47,M,B,sedan,30006,32.3,0.6669,0,0.0
P0003124,56,F,A,suv,15659,39.9,0.6207,0,0.0
P0003125,45,M,B,sedan,5471,30.8,0.6321,0,0.0
P0003126,74,F,B,truck,25463,56.6,0.6745,0,0.0
P0003127,70,F,A,suv,27278,52.0,0.7338,0,0.0
P0003128,75,M,A,sedan,11825,57.6,0.8775,0,0.0
P0003129,49,M,C,sedan,16685,30.9,0.5995,0,0.0
P0003130,67,F,B,suv,5218,49.7,0.8532,0,0.0
P0003131,40,M,B,suv,19569,21.5,0.9823,0,0.0
P0003132,47,M,A,sedan,18820,30.3,0.5901,0,0.0
P0003133,65,M,A,suv,13001,46.6,0.7538,1,1023.09
P0003134,23,M,A,sedan,21364,8.6,0.6806,0,0.0
P0003135,62,F,C,truck,26047,47.8,0.8002,0,0.0
P0003136,18,F,A,truck,18822,0.8,0.9404,0,0.0
P0003137,54,M,A,sedan,29665,35.6,0.9432,0,0.0
P0003138,48,F,C,sedan,19197,31.6,0.7215,0,0.0
P0003139,47,M,B,sedan,17688,28.7,0.8787,0,0.0
P0003140,49,F,A,truck,25637,31.4,0.7557,0,0.0
P0003141,48,F,B,sedan,10310,35.1,0.886,0,0.0
P0003142,43,F,B,sedan,31216,21.4,0.9422,0,0.0
P0003143,46,F,C,suv,23753,31.5,0.8559,0,0.0
P0003144,53,F,A,sedan,16330,37.9,0.5304,0,0.0
P0003145,66,M,C,sedan,12268,46.7,0.6226,0,0.0
P0003146,52,M,A,suv,29492,35.0,0.8929,0,0.0
P0003147,58,F,C,suv,5431,42.5,0.5098,0,0.0
P0003148,70,F,C,suv,6943,53.9,0.759,0,0.0
P0003149,80,M,C,sedan,23838,64.8,0.8052,0,0.0
P0003150,24,F,C,suv,19888,8.6,0.91,0,0.0
P0003151,62,F,B,suv,10326,43.4,0.9033,0,0.0
P0003152,32,M,A,sedan,16660,16.0,0.5366,0,0.0
P0003153,30,M,A,truck,29269,15.1,0.8398,0,0.0
P0003154,67,M,A,sedan,19444,51.5,0.8952,1,719.05
P0003155,22,M,B,sedan,21371,5.3,0.5527,0,0.0
P0003156,71,M,A,truck,7835,55.5,0.7427,0,0.0
P0003157,66,M,B,sedan,27355,49.6,0.8247,0,0.0
P0003158,80,F,B,truck,9303,62.3,0.6712,0,0.0
P0003159,60,F,C,sedan,12237,44.0,0.6853,0,0.0
P0003160,72,F,B,sedan,14097,56.7,0.5514,0,0.0
P0003161,25,F,C,sedan,18358,9.4,0.8872,0,0.0
P0003162,74,M,B,sedan,13479,54.2,0.6186,0,0.0
P0003163,28,F,C,truck,30288,6.7,0.7175,0,0.0
